+----------+-----------------+-----------------+--------+-----------+-----------+----------------+
| PlayerID | PlayerName      | PlayerTrueName  | League | TeamName3 | Year      | GameIDFound    |
|      459 | Walton          | Walton          | NBA    | LAL       | 2005-2006 | 20051127NJNLAL |
|      460 | Doleac          | Doleac          | NBA    | MIA       | 2005-2006 | 20051128NYKMIA |
|      463 | Thompson        | Thompson        | NBA    | PHX       | 2005-2006 | 20051130INDPHX |
|      464 | Ford            | Ford            | NBA    | PHX       | 2005-2006 | 20051130INDPHX |
|      466 | Seung-Jin       | Seung-Jin       | NBA    | POR       | 2005-2006 | 20051130PORWAS |
|      467 | Griffin         | A. Griffin      | NBA    | DAL       | 2005-2006 | 20051201SASDAL |
|      467 | A. Griffin      | A. Griffin      | NBA    | DAL       | 2005-2006 | 20051218MINDAL |
|      468 | Foster          | Foster          | NBA    | IND       | 2005-2006 | 20051202INDPOR |
|      470 | Diener          | Diener          | NBA    | ORL       | 2005-2006 | 20051202ORLMEM |
|      472 | R. Swift        | R. Swift        | NBA    | SEA       | 2005-2006 | 20060203SEAHOU |
|      472 | Swift           | R. Swift        | NBA    | SEA       | 2005-2006 | 20051206NYKSEA |
|      477 | Graham          | S. Graham       | NBA    | CLE       | 2005-2006 | Transaction Li |
|      477 | S. Graham       | S. Graham       | NBA    | CHI       | 2005-2006 | 20060125CHITOR |
|      477 | Graham          | S. Graham       | NBA    | HOU       | 2005-2006 | 20051211HOUPOR |
|      477 | Graham          | S. Graham       | NBA    | CHI       | 2005-2006 | Transaction Li |
|      477 | S. Graham       | S. Graham       | NBA    | HOU       | 2005-2006 | 20051221TORHOU |
|      481 | Woods           | Q. Woods        | NBA    | NYK       | 2005-2006 | 20051212MILNYK |
|      481 | Q. Woods        | Q. Woods        | NBA    | NYK       | 2005-2006 | 20060203NYKTOR |
|      482 | Weiss           | Weiss           | NBA    | SEA       | 2005-2006 | 20051213GSWSEA |
|      483 | Livingston      | Livingston      | NBA    | LAC       | 2005-2006 | 20051214LACNOK |
|      484 | Cardinal        | Cardinal        | NBA    | MEM       | 2005-2006 | 20051214LALMEM |
|      486 | G. Hill         | G. Hill         | NBA    | ORL       | 2005-2006 | 20051214ORLNYK |
|      487 | J. Jackson      | J. Jackson      | NBA    | MIL       | 2005-2006 | 20060104CLEMIL |
|      487 | Jackson         | J. Jackson      | NBA    | MIL       | 2005-2006 | 20051216MILBOS |
|      488 | Banks           | M. Banks        | NBA    | MIN       | 2005-2006 | Transaction Li |
|      488 | Banks           | Banks           | NBA    | BOS       | 2005-2006 | 20051216MILBOS |
|      489 | Newble          | Newble          | NBA    | CLE       | 2005-2006 | 20051220UTACLE |
|      490 | Lampe           | Lampe           | NBA    | NOK       | 2005-2006 | 20051221NOKMIN |
|      490 | Lampe           | M. Lampe        | NBA    | HOU       | 2005-2006 | Transaction Li |
|      491 | Tskitishvili    | N. Tskitishvili | NBA    | PHX       | 2005-2006 | Transaction Li |
|      491 | Tskitishvili    | Tskitishvili    | NBA    | MIN       | 2005-2006 | 20051221NOKMIN |
|      492 | Stackhouse      | Stackhouse      | NBA    | DAL       | 2005-2006 | 20051223DALSEA |
|      498 | Lucas           | Lucas           | NBA    | HOU       | 2005-2006 | 20051231GSWHOU |
|      500 | Andriuskevicius | Andriuskevicius | NBA    | CLE       | 2005-2006 | 20060105HOUCLE |
|      501 | T. Allen        | T. Allen        | NBA    | BOS       | 2005-2006 | 20060326CHIBOS |
|      501 | Allen           | T. Allen        | NBA    | BOS       | 2005-2006 | 20060106ATLBOS |
|      502 | Holcomb         | Holcomb         | NBA    | CHI       | 2005-2006 | 20060106CHIMIL |
|      505 | Varejao         | Varejao         | NBA    | CLE       | 2005-2006 | 20060112CLELAL |
|      508 | Hayes           | Hayes           | NBA    | HOU       | 2005-2006 | 20060118DALHOU |
|      509 | Wright          | B. Wright       | NBA    | MIN       | 2005-2006 | 20060124DETMIN |
|      509 | B. Wright       | B. Wright       | NBA    | MIN       | 2005-2006 | 20060125MINMEM |
|      510 | A. Johnson      | A. Johnson      | NBA    | DET       | 2005-2006 | 20060417DETMIL |
|      510 | Johnson         | A. Johnson      | NBA    | DET       | 2005-2006 | 20060124DETMIN |
|      514 | Green           | G. Green        | NBA    | BOS       | 2005-2006 | 20060203LACBOS |
|      514 | G. Green        | G. Green        | NBA    | BOS       | 2005-2006 | 20060320LALBOS |
|      515 | L. Hunter       | L. Hunter       | NBA    | DET       | 2005-2006 | 20060329DETPHI |
|      515 | Hunter          | L. Hunter       | NBA    | DET       | 2005-2006 | 20060207DETATL |
|      516 | Turiaf          | Turiaf          | NBA    | LAL       | 2005-2006 | 20060208LALHOU |
|      517 | D. Jones        | D. Jones        | NBA    | BOS       | 2005-2006 | 20060314BOSMEM |
|      517 | Jones           | D. Jones        | NBA    | BOS       | 2005-2006 | 20060210PORBOS |
|      518 | Boozer          | Boozer          | NBA    | UTH       | 2005-2006 | 20060210UTAMIN |
|      519 | Delk            | T. Delk         | NBA    | DET       | 2005-2006 | Transaction Li |
|      519 | Delk            | Delk            | NBA    | ATL       | 2005-2006 | 20060212ATLSAC |
|      520 | Russell         | B. Russell      | NBA    | SEA       | 2005-2006 | Transaction Li |
|      520 | Russell         | Russell         | NBA    | DEN       | 2005-2006 | 20060215PHXDEN |
|      521 | Acker           | Acker           | NBA    | DET       | 2005-2006 | 20060221ATLDET |
|      525 | Barrett         | Barrett         | NBA    | PHX       | 2005-2006 | 20060301MILPHX |
|      525 | Barrett         | A. Barrett      | NBA    | TOR       | 2005-2006 | Transaction Li |
|      525 | A. Barrett      | A. Barrett      | NBA    | TOR       | 2005-2006 | Transaction Li |
|      527 | Baker           | Baker           | NBA    | LAC       | 2005-2006 | 20060301NOKLAC |
|      529 | Schenscher      | Schenscher      | NBA    | CHI       | 2005-2006 | 20060305CHICLE |
|      530 | Felix           | Felix           | NBA    | SEA       | 2005-2006 | 20060305UTASEA |
|      531 | B. Thomas       | B. Thomas       | NBA    | WAS       | 2005-2006 | 20060311DETWAS |
|      532 | W. Bynum        | W. Bynum        | NBA    | GOS       | 2005-2006 | 20060411GSWLAL |
|      532 | Bynum           | W. Bynum        | NBA    | GOS       | 2005-2006 | 20060319PHIGSW |
|      533 | Livingston      | Livingston      | NBA    | CHI       | 2005-2006 | 20060322CHIIND |
|      537 | Stoudemire      | Stoudemire      | NBA    | PHX       | 2005-2006 | 20060323PORPHX |
|      540 | Grundy          | Grundy          | NBA    | ATL       | 2005-2006 | 20060329INDATL |
|      541 | W. Green        | W. Green        | NBA    | PHL       | 2005-2006 | 20060407BOSPHI |
|      541 | Green           | W. Green        | NBA    | PHL       | 2005-2006 | 20060404PHICLE |
|      544 | Udoka           | Udoka           | NBA    | NYK       | 2005-2006 | 20060407INDNYK |
|      545 | Fizer           | Fizer           | NBA    | NOK       | 2005-2006 | 20060416NOKSAC |
|      547 | Zimmerman       | Zimmerman       | NBA    | NJN       | 2005-2006 | 20060418NJNPHI |
|      548 | Podkolzin       | Podkolzin       | NBA    | DAL       | 2005-2006 | 20060419LACDAL |
+----------+-----------------+-----------------+--------+-----------+-----------+----------------+
